REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,STRAT,RUGOSITY_CD,WTD_RUG,MEAN_RUG,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NAME,SUB_REGION_NR,ZONE_NAME,ZONE_NR,MPA_NAME,MPA_NR,ADMIN,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE
FLK,1354,1,2022,8,25,SPGR_HR,CS17,NA,NA,0.399333333,25.15075,-80.2473,3780080,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,21.9455993,24.07919923,10,AGA AGAR,Agaricia agaricites,1,0,5,4,3,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,21,14,7,15,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,22,19,6,70,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,25,20,11,15,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,5,4,2,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,5,3,1,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,16,12,9,1,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,13,10,2,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,19,18,8,75,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,7,4,5,1,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,14,11,3,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,22,17,16,33,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,7,5,1,40,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,12,9,8,66,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,20,19,9,0,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,6,5,3,0,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,8,7,3,0,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,17,13,9,0,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,10,7,3,2,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,11,9,5,2,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,5,4,3,0,0,N,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,15,14,12,0,0,P,A
FLK,1355,1,2022,8,24,SPGR_HR,CS17,NA,NA,0.726666667,24.9689,-80.42719,3555937,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,28.0415991,9,AGA AGAR,Agaricia agaricites,1,0,20,17,7,10,0,P,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,14,13,9,0,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,23,18,8,2,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,14,11,9,0,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,8,8,10,0,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,9,7,3,2,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,20,18,11,2,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,14,11,7,0,0,P,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,15,14,4,0,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,7,6,3,2,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,6,5,5,0,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,23,18,9,3,0,N,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,5,4,2,0,0,T,A
FLK,1356,1,2022,8,23,ISOL_HR,CS17,NA,NA,0.483333333,25.06279,-80.32061,3675109,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.82239914,27.73679911,7,AGA AGAR,Agaricia agaricites,1,0,7,4,2,0,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,15,12,5,66,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,6,4,3,15,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,14,12,9,0,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,24,16,10,33,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,18,15,6,20,0,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,21,19,10,20,2,N,A
FLK,1357,1,2022,8,26,CONT_HR,CS17,NA,NA,0.726666667,25.05236,-80.32988,3662148,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,26.51759915,28.65119908,10,AGA AGAR,Agaricia agaricites,1,0,17,9,8,33,0,N,A
FLK,1381,1,2022,7,15,ISOL_HR,CS03,NA,NA,NA,24.51084,-81.70014,2055312,Lower Keys,8,Mid Channel,2,West_Sambo,20,NA,1,CD0,5.486399824,7.924799746,8,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1382,1,2022,7,9,CONT_HR,CS03,NA,NA,NA,24.51784,-81.69489,2076271,Lower Keys,8,Mid Channel,2,West_Sambo,20,NA,1,CD0,5.486399824,7.924799746,5,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1385,1,2022,8,25,RUBB_LR,CS11,NA,NA,0.095333333,25.14933,-80.25639,3778051,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,9.143999707,9.143999707,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1392,1,2022,8,22,ISOL_HR,CS09,NA,NA,0.36,25.03544,-80.35284,3640754,Upper Keys,11,Forereef,4,French,5,NA,1,CD1,3.352799893,4.267199863,10,AGA AGAR,Agaricia agaricites,1,0,7,5,1,0,0,PB,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,7,5,1,0,0,N,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,4,4,1,0,0,PB,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,10,5,2,0,0,N,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,12,8,3,0,0,PB,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,6,5,2,0,0,PB,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,5,4,1,0,0,PB,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,12,5,2,10,0,T,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,8,6,2,0,0,T,A
FLK,1415,1,2022,9,20,ISOL_HR,CS09,NA,NA,1.186666667,25.21439,-80.21659,3843463,Upper Keys,11,Forereef,4,Carysfort,1,NA,2,CD1,4.267199863,5.181599834,10,AGA AGAR,Agaricia agaricites,1,0,22,10,2,20,0,PB,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,5,3,2,40,0,N,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,8,7,5,75,0,N,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,8,4,3,0,0,P,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,8,6,5,15,0,N,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,12,6,5,5,0,PB,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,16,11,4,10,0,PB,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,9,7,6,20,0,P,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,6,6,3,0,0,N,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,8,7,4,0,0,P,A
FLK,1417,1,2022,8,4,SPGR_HR,CS12,NA,NA,0.933333333,25.14151,-80.25822,3769448,Upper Keys,11,Forereef,4,Elbow,2,NA,1,CD2,7.010399776,8.839199717,10,AGA AGAR,Agaricia agaricites,1,0,7,5,2,0,0,P,A
FLK,1432,1,2022,8,1,SPGR_MR,CS11,NA,NA,0.190666667,24.84953,-80.61675,3365231,Mid-Upper Keys Transition,10,Forereef,4,Alligator,12,NA,1,CD2,7.315199766,7.924799746,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1454,1,2022,8,3,ISOL_HR,CS15,NA,NA,0.366666667,25.22483,-80.20612,3852600,Upper Keys,11,Forereef,4,Carysfort,1,NA,1,CD3,10.97279965,11.27759964,10,AGA AGAR,Agaricia agaricites,1,0,8,6,4,0,0,N,A
FLK,1464,1,2022,8,5,CONT_MR,CS15,NA,NA,0.378,25.01428,-80.36797,3614286,Upper Keys,11,Forereef,4,Molasses,6,NA,1,CD3,10.36319967,11.58239963,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1467,1,2022,8,1,SPGR_HR,CS15,NA,NA,0.351333333,24.8429,-80.62317,3350698,Mid-Upper Keys Transition,10,Forereef,4,Alligator,12,NA,1,CD3,14.63039953,15.23999951,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1473,1,2022,8,5,SPGR_HR,CS17,NA,NA,0.538,25.00636,-80.37615,3603970,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,15.84959949,17.06879945,10,AGA AGAR,Agaricia agaricites,1,0,6,1,1,0,0,N,A
FLK,1473,1,2022,8,5,SPGR_HR,CS17,NA,NA,0.538,25.00636,-80.37615,3603970,Upper Keys,11,Forereef,4,Unprotected,0,NA,0,CD4,15.84959949,17.06879945,10,AGA AGAR,Agaricia agaricites,1,0,10,9,3,0,0,N,A
FLK,1475,1,2022,8,2,SPGR_HR,CS15,NA,NA,0.616666667,24.95405,-80.45296,3535393,Mid-Upper Keys Transition,10,Forereef,4,Conch_RO,8,NA,1,CD3,15.23999951,16.15439948,10,AGA AGAR,Agaricia agaricites,1,0,8,7,3,0,0,N,A
FLK,1487,1,2022,8,1,ISOL_LR,CS01,NA,NA,0.123333333,24.94943,-80.55353,3528318,Mid-Upper Keys Transition,10,Inshore,1,Unprotected,0,NA,0,CD0,3.352799893,3.657599883,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1491,1,2022,8,2,ISOL_LR,CS01,NA,NA,0.073333333,25.33355,-80.22532,3949684,Biscayne,12,Inshore,1,Unprotected,0,NA,0,CD0,4.571999854,4.571999854,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1502,1,2022,8,4,ISOL_HR,CS03,NA,NA,0.493333333,25.04403,-80.40663,3651308,Upper Keys,11,Mid Channel,2,Unprotected,0,NA,0,CD0,3.047999902,3.962399873,8,AGA AGAR,Agaricia agaricites,1,0,5,4,3,0,0,P,A
FLK,1502,1,2022,8,4,ISOL_HR,CS03,NA,NA,0.493333333,25.04403,-80.40663,3651308,Upper Keys,11,Mid Channel,2,Unprotected,0,NA,0,CD0,3.047999902,3.962399873,8,AGA AGAR,Agaricia agaricites,1,0,4,2,1,0,0,N,A
FLK,1502,1,2022,8,4,ISOL_HR,CS03,NA,NA,0.493333333,25.04403,-80.40663,3651308,Upper Keys,11,Mid Channel,2,Unprotected,0,NA,0,CD0,3.047999902,3.962399873,8,AGA AGAR,Agaricia agaricites,1,0,5,3,2,0,0,N,A
FLK,1502,1,2022,8,4,ISOL_HR,CS03,NA,NA,0.493333333,25.04403,-80.40663,3651308,Upper Keys,11,Mid Channel,2,Unprotected,0,NA,0,CD0,3.047999902,3.962399873,8,AGA AGAR,Agaricia agaricites,1,0,4,4,3,0,0,N,A
FLK,1502,1,2022,8,4,ISOL_HR,CS03,NA,NA,0.493333333,25.04403,-80.40663,3651308,Upper Keys,11,Mid Channel,2,Unprotected,0,NA,0,CD0,3.047999902,3.962399873,8,AGA AGAR,Agaricia agaricites,1,0,4,4,2,0,0,N,A
FLK,1541,1,2022,7,12,ISOL_HR,CS03,NA,NA,0.389333333,24.481,-81.93072,1978128,Lower Keys,8,Mid Channel,2,Unprotected,0,NA,0,CD0,8.839199717,9.143999707,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1563,1,2022,8,16,ISOL_HR,CS03,NA,NA,0.517333333,25.45538,-80.15683,4028652,Biscayne,12,Mid Channel,2,Unprotected,0,NA,0,CD0,3.657599883,4.876799844,10,AGA AGAR,Agaricia agaricites,1,0,4,4,1,0,0,P,A
FLK,1563,1,2022,8,16,ISOL_HR,CS03,NA,NA,0.517333333,25.45538,-80.15683,4028652,Biscayne,12,Mid Channel,2,Unprotected,0,NA,0,CD0,3.657599883,4.876799844,10,AGA AGAR,Agaricia agaricites,1,0,6,3,2,0,0,T,A
FLK,1563,1,2022,8,16,ISOL_HR,CS03,NA,NA,0.517333333,25.45538,-80.15683,4028652,Biscayne,12,Mid Channel,2,Unprotected,0,NA,0,CD0,3.657599883,4.876799844,10,AGA AGAR,Agaricia agaricites,1,0,4,3,2,0,0,N,A
FLK,1563,1,2022,8,16,ISOL_HR,CS03,NA,NA,0.517333333,25.45538,-80.15683,4028652,Biscayne,12,Mid Channel,2,Unprotected,0,NA,0,CD0,3.657599883,4.876799844,10,AGA AGAR,Agaricia agaricites,1,0,16,7,4,30,0,T,A
FLK,1563,1,2022,8,16,ISOL_HR,CS03,NA,NA,0.517333333,25.45538,-80.15683,4028652,Biscayne,12,Mid Channel,2,Unprotected,0,NA,0,CD0,3.657599883,4.876799844,10,AGA AGAR,Agaricia agaricites,1,0,10,6,4,0,0,T,A
FLK,1642,1,2022,8,31,CONT_MR,CS11,NA,NA,0.16,25.75421,-80.10215,4155843,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.229599737,8.229599737,10,AGA AGAR,Agaricia agaricites,0,0,NA,NA,NA,NA,NA,NA,NA
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,6,5,3,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,8,8,1,2,0,PB,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,7,6,4,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,10,5,4,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,4,2,2,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,7,2,3,0,0,P,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,8,6,1,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,5,4,2,0,0,N,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,6,4,1,0,0,PB,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,6,4,3,5,0,P,A
FLK,1668,1,2022,8,18,CONT_HR,CS12,NA,NA,0.332666667,25.46593,-80.11841,4034081,Biscayne,12,Forereef,4,Unprotected,0,NA,0,CD2,8.839199717,9.448799698,10,AGA AGAR,Agaricia agaricites,1,0,17,10,5,3,0,PB,A
