YEAR,COVER_CAT_CD,analysis_group,strat_cora,ntot,n,avp,se_p
2024,RHO CRUS,NCRMP_GRP,CFK01,4718,9,0.01333,0.04051
2024,SID RADI,NCRMP_GRP,CFK01,4718,9,0,0
2024,SID SIDE,NCRMP_GRP,CFK01,4718,9,0.00222,0.01663
2024,SOL BOUR,NCRMP_GRP,CFK01,4718,9,0.00556,0.02625
2024,SOL SPE.,NCRMP_GRP,CFK01,4718,9,0,0
2024,SPO OTHE,NCRMP_GRP,CFK01,4718,9,0.06111,0.08461
2024,STE INTE,NCRMP_GRP,CFK01,4718,9,0.00222,0.01663
2024,TUR FREE,NCRMP_GRP,CFK01,4718,9,0.00556,0.02625
2024,TUR SEDI,NCRMP_GRP,CFK01,4718,9,0.12778,0.11792
2022,ACR CERV,NCRMP_GRP,CFK02,30239,21,0,0
2022,ACR PALM,NCRMP_GRP,CFK02,30239,21,0,0
2022,AGA AGAR,NCRMP_GRP,CFK02,30239,21,4.8e-4,0.00488
2022,AGA HUMI,NCRMP_GRP,CFK02,30239,21,0,0
2022,AGA LAMA,NCRMP_GRP,CFK02,30239,21,0,0
2022,AGA SPE.,NCRMP_GRP,CFK02,30239,21,0,0
2022,BAR SUB.,NCRMP_GRP,CFK02,30239,21,0.16667,0.0833
2022,CLI SPE.,NCRMP_GRP,CFK02,30239,21,0.00238,0.01089
2022,COL NATA,NCRMP_GRP,CFK02,30239,21,4.8e-4,0.00488
2022,CYA SPE.,NCRMP_GRP,CFK02,30239,21,0.00286,0.01193
2022,DIC SPE.,NCRMP_GRP,CFK02,30239,21,0.04905,0.048280000000000003
2022,DIC STOK,NCRMP_GRP,CFK02,30239,21,9.5e-4,0.00689
2022,DIP LABY,NCRMP_GRP,CFK02,30239,21,0,0
2022,DIP SPE.,NCRMP_GRP,CFK02,30239,21,0,0
2022,EUS FAST,NCRMP_GRP,CFK02,30239,21,0,0
2022,GOR ENCR,NCRMP_GRP,CFK02,30239,21,0.0419,0.04479
2022,GOR GORG,NCRMP_GRP,CFK02,30239,21,0.03524,0.04121
2022,HAL SPE.,NCRMP_GRP,CFK02,30239,21,0.00571,0.01685
2022,HEL CUCU,NCRMP_GRP,CFK02,30239,21,4.8e-4,0.00488
2022,ISO SINU,NCRMP_GRP,CFK02,30239,21,4.8e-4,0.00488
2022,LOB SPE.,NCRMP_GRP,CFK02,30239,21,0,0
2022,MAC CALC,NCRMP_GRP,CFK02,30239,21,0.02476,0.03474
2022,MAC FLES,NCRMP_GRP,CFK02,30239,21,0.02762,0.03663
2022,MAD DECA,NCRMP_GRP,CFK02,30239,21,0,0
2022,MAG SPE.,NCRMP_GRP,CFK02,30239,21,0.04,0.0438
2022,MAN AREO,NCRMP_GRP,CFK02,30239,21,0,0
2022,MEA MEAN,NCRMP_GRP,CFK02,30239,21,0,0
2022,MIL SPE.,NCRMP_GRP,CFK02,30239,21,0.00857,0.02061
2022,MON CAVE,NCRMP_GRP,CFK02,30239,21,0.00857,0.02061
2022,MYC ALIC,NCRMP_GRP,CFK02,30239,21,0,0
2022,ORB ANCX,NCRMP_GRP,CFK02,30239,21,0,0
2022,ORB ANNU,NCRMP_GRP,CFK02,30239,21,0.00333,0.01288
2022,ORB FAVE,NCRMP_GRP,CFK02,30239,21,0.02714,0.03632
2022,ORB FRAN,NCRMP_GRP,CFK02,30239,21,0,0
2022,OTH CORA,NCRMP_GRP,CFK02,30239,21,0,0
2022,OTH SPE.,NCRMP_GRP,CFK02,30239,21,9.5e-4,0.00689
2022,PAL SPE.,NCRMP_GRP,CFK02,30239,21,0.00714,0.01882
2022,PEY SPE.,NCRMP_GRP,CFK02,30239,21,0.0019,0.00975
2022,POR ASTR,NCRMP_GRP,CFK02,30239,21,0.00905,0.02117
2022,POR DIVA,NCRMP_GRP,CFK02,30239,21,0,0
2022,POR PORI,NCRMP_GRP,CFK02,30239,21,0.01048,0.02276
2022,POR SPE.,NCRMP_GRP,CFK02,30239,21,9.5e-4,0.00689
2022,PSE CLIV,NCRMP_GRP,CFK02,30239,21,0,0
2022,PSE STRI,NCRMP_GRP,CFK02,30239,21,0,0
2022,RAM SPE.,NCRMP_GRP,CFK02,30239,21,0,0
2022,RHO CRUS,NCRMP_GRP,CFK02,30239,21,0.01048,0.02276
2022,SID RADI,NCRMP_GRP,CFK02,30239,21,0.00571,0.01685
2022,SID SIDE,NCRMP_GRP,CFK02,30239,21,0.05143,0.04937
2022,SOL BOUR,NCRMP_GRP,CFK02,30239,21,0.0019,0.00975
2022,SOL SPE.,NCRMP_GRP,CFK02,30239,21,0.00143,0.00844
2022,SPO OTHE,NCRMP_GRP,CFK02,30239,21,0.06619,0.05557
2022,STE INTE,NCRMP_GRP,CFK02,30239,21,0.01286,0.02518
2022,TUR FREE,NCRMP_GRP,CFK02,30239,21,0.03333,0.04012
2022,TUR SEDI,NCRMP_GRP,CFK02,30239,21,0.2919,0.10163
2024,ACR CERV,NCRMP_GRP,CFK02,30239,13,0,0
2024,ACR PALM,NCRMP_GRP,CFK02,30239,13,0,0
2024,AGA AGAR,NCRMP_GRP,CFK02,30239,13,0,0
2024,AGA HUMI,NCRMP_GRP,CFK02,30239,13,0,0
2024,AGA LAMA,NCRMP_GRP,CFK02,30239,13,0,0
2024,AGA SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,BAR SUB.,NCRMP_GRP,CFK02,30239,13,0.13231,0.09779
2024,CLI SPE.,NCRMP_GRP,CFK02,30239,13,0.00692,0.02393
2024,COL NATA,NCRMP_GRP,CFK02,30239,13,0,0
2024,CYA SPE.,NCRMP_GRP,CFK02,30239,13,0.00615,0.02257
2024,DIC SPE.,NCRMP_GRP,CFK02,30239,13,0.04538,0.06007
2024,DIC STOK,NCRMP_GRP,CFK02,30239,13,0,0
2024,DIP LABY,NCRMP_GRP,CFK02,30239,13,0,0
2024,DIP SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,EUS FAST,NCRMP_GRP,CFK02,30239,13,0,0
2024,GOR ENCR,NCRMP_GRP,CFK02,30239,13,0.02385,0.04403
2024,GOR GORG,NCRMP_GRP,CFK02,30239,13,0.01308,0.03279
2024,HAL SPE.,NCRMP_GRP,CFK02,30239,13,0.06077,0.06895
2024,HEL CUCU,NCRMP_GRP,CFK02,30239,13,0,0
2024,ISO SINU,NCRMP_GRP,CFK02,30239,13,0,0
2024,LOB SPE.,NCRMP_GRP,CFK02,30239,13,0.00154,0.01131
2024,MAC CALC,NCRMP_GRP,CFK02,30239,13,0.01308,0.03279
2024,MAC FLES,NCRMP_GRP,CFK02,30239,13,0.01846,0.03885
2024,MAD DECA,NCRMP_GRP,CFK02,30239,13,0,0
2024,MAG SPE.,NCRMP_GRP,CFK02,30239,13,0.01923,0.03964
2024,MAN AREO,NCRMP_GRP,CFK02,30239,13,0,0
2024,MEA MEAN,NCRMP_GRP,CFK02,30239,13,0,0
2024,MIL SPE.,NCRMP_GRP,CFK02,30239,13,0.00231,0.01385
2024,MON CAVE,NCRMP_GRP,CFK02,30239,13,0.00692,0.02393
2024,MYC ALIC,NCRMP_GRP,CFK02,30239,13,0,0
2024,ORB ANCX,NCRMP_GRP,CFK02,30239,13,0,0
2024,ORB ANNU,NCRMP_GRP,CFK02,30239,13,0,0
2024,ORB FAVE,NCRMP_GRP,CFK02,30239,13,0.00308,0.01598
2024,ORB FRAN,NCRMP_GRP,CFK02,30239,13,0.00385,0.01786
2024,OTH CORA,NCRMP_GRP,CFK02,30239,13,0,0
2024,OTH SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,PAL SPE.,NCRMP_GRP,CFK02,30239,13,0.00231,0.01385
2024,PEY SPE.,NCRMP_GRP,CFK02,30239,13,0.00692,0.02393
2024,POR ASTR,NCRMP_GRP,CFK02,30239,13,0.00231,0.01385
2024,POR DIVA,NCRMP_GRP,CFK02,30239,13,0,0
2024,POR PORI,NCRMP_GRP,CFK02,30239,13,0.00231,0.01385
2024,POR SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,PSE CLIV,NCRMP_GRP,CFK02,30239,13,0,0
2024,PSE STRI,NCRMP_GRP,CFK02,30239,13,7.7e-4,0.008
2024,RAM SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,RHO CRUS,NCRMP_GRP,CFK02,30239,13,0.02385,0.04403
2024,SID RADI,NCRMP_GRP,CFK02,30239,13,7.7e-4,0.008
2024,SID SIDE,NCRMP_GRP,CFK02,30239,13,0.05615,0.06644
2024,SOL BOUR,NCRMP_GRP,CFK02,30239,13,0,0
2024,SOL SPE.,NCRMP_GRP,CFK02,30239,13,0,0
2024,SPO OTHE,NCRMP_GRP,CFK02,30239,13,0.14308,0.10106
2024,STE INTE,NCRMP_GRP,CFK02,30239,13,0.01154,0.03082
2024,TUR FREE,NCRMP_GRP,CFK02,30239,13,0.03692,0.05442
2024,TUR SEDI,NCRMP_GRP,CFK02,30239,13,0.35615,0.13821
2022,ACR CERV,NCRMP_GRP,CFK03,15652,9,0,0
2022,ACR PALM,NCRMP_GRP,CFK03,15652,9,0,0
2022,AGA AGAR,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2022,AGA HUMI,NCRMP_GRP,CFK03,15652,9,0,0
2022,AGA LAMA,NCRMP_GRP,CFK03,15652,9,0,0
2022,AGA SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,BAR SUB.,NCRMP_GRP,CFK03,15652,9,0.08778,0.10002
2022,CLI SPE.,NCRMP_GRP,CFK03,15652,9,0.00333,0.02037
2022,COL NATA,NCRMP_GRP,CFK03,15652,9,0,0
2022,CYA SPE.,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2022,DIC SPE.,NCRMP_GRP,CFK03,15652,9,0.16889,0.13242
2022,DIC STOK,NCRMP_GRP,CFK03,15652,9,0,0
2022,DIP LABY,NCRMP_GRP,CFK03,15652,9,0,0
2022,DIP SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,EUS FAST,NCRMP_GRP,CFK03,15652,9,0,0
2022,GOR ENCR,NCRMP_GRP,CFK03,15652,9,0.02444,0.05458
2022,GOR GORG,NCRMP_GRP,CFK03,15652,9,0.03889,0.06833
2022,HAL SPE.,NCRMP_GRP,CFK03,15652,9,0.00889,0.03318
2022,HEL CUCU,NCRMP_GRP,CFK03,15652,9,0,0
2022,ISO SINU,NCRMP_GRP,CFK03,15652,9,0,0
2022,LOB SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,MAC CALC,NCRMP_GRP,CFK03,15652,9,0.00889,0.03318
2022,MAC FLES,NCRMP_GRP,CFK03,15652,9,0.03778,0.06739
2022,MAD DECA,NCRMP_GRP,CFK03,15652,9,0,0
2022,MAG SPE.,NCRMP_GRP,CFK03,15652,9,0.02444,0.05458
2022,MAN AREO,NCRMP_GRP,CFK03,15652,9,0,0
2022,MEA MEAN,NCRMP_GRP,CFK03,15652,9,0,0
2022,MIL SPE.,NCRMP_GRP,CFK03,15652,9,0.01556,0.04374
2022,MON CAVE,NCRMP_GRP,CFK03,15652,9,0,0
2022,MYC ALIC,NCRMP_GRP,CFK03,15652,9,0,0
2022,ORB ANCX,NCRMP_GRP,CFK03,15652,9,0,0
2022,ORB ANNU,NCRMP_GRP,CFK03,15652,9,0,0
2022,ORB FAVE,NCRMP_GRP,CFK03,15652,9,0.00222,0.01664
2022,ORB FRAN,NCRMP_GRP,CFK03,15652,9,0,0
2022,OTH CORA,NCRMP_GRP,CFK03,15652,9,0,0
2022,OTH SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,PAL SPE.,NCRMP_GRP,CFK03,15652,9,0.01667,0.04525
2022,PEY SPE.,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2022,POR ASTR,NCRMP_GRP,CFK03,15652,9,0.00333,0.02037
2022,POR DIVA,NCRMP_GRP,CFK03,15652,9,0,0
2022,POR PORI,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2022,POR SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,PSE CLIV,NCRMP_GRP,CFK03,15652,9,0,0
2022,PSE STRI,NCRMP_GRP,CFK03,15652,9,0,0
2022,RAM SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,RHO CRUS,NCRMP_GRP,CFK03,15652,9,0.00667,0.02876
2022,SID RADI,NCRMP_GRP,CFK03,15652,9,0.00333,0.02037
2022,SID SIDE,NCRMP_GRP,CFK03,15652,9,0.04,0.06926
2022,SOL BOUR,NCRMP_GRP,CFK03,15652,9,0.00444,0.02351
2022,SOL SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2022,SPO OTHE,NCRMP_GRP,CFK03,15652,9,0.08778,0.10002
2022,STE INTE,NCRMP_GRP,CFK03,15652,9,0.01444,0.04217
2022,TUR FREE,NCRMP_GRP,CFK03,15652,9,0,0
2022,TUR SEDI,NCRMP_GRP,CFK03,15652,9,0.39778,0.17299
2024,ACR CERV,NCRMP_GRP,CFK03,15652,9,0,0
2024,ACR PALM,NCRMP_GRP,CFK03,15652,9,0,0
2024,AGA AGAR,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2024,AGA HUMI,NCRMP_GRP,CFK03,15652,9,0,0
2024,AGA LAMA,NCRMP_GRP,CFK03,15652,9,0,0
2024,AGA SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,BAR SUB.,NCRMP_GRP,CFK03,15652,9,0.25,0.15305
2024,CLI SPE.,NCRMP_GRP,CFK03,15652,9,0.00778,0.03105
2024,COL NATA,NCRMP_GRP,CFK03,15652,9,0,0
2024,CYA SPE.,NCRMP_GRP,CFK03,15652,9,0.00556,0.02627
2024,DIC SPE.,NCRMP_GRP,CFK03,15652,9,0.08778,0.10002
2024,DIC STOK,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2024,DIP LABY,NCRMP_GRP,CFK03,15652,9,0,0
2024,DIP SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,EUS FAST,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2024,GOR ENCR,NCRMP_GRP,CFK03,15652,9,0.01,0.03517
2024,GOR GORG,NCRMP_GRP,CFK03,15652,9,0.02556,0.05578
2024,HAL SPE.,NCRMP_GRP,CFK03,15652,9,0.01222,0.03884
2024,HEL CUCU,NCRMP_GRP,CFK03,15652,9,0,0
2024,ISO SINU,NCRMP_GRP,CFK03,15652,9,0,0
2024,LOB SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,MAC CALC,NCRMP_GRP,CFK03,15652,9,0.02111,0.05081
2024,MAC FLES,NCRMP_GRP,CFK03,15652,9,0.02889,0.0592
2024,MAD DECA,NCRMP_GRP,CFK03,15652,9,0,0
2024,MAG SPE.,NCRMP_GRP,CFK03,15652,9,0.03889,0.06833
2024,MAN AREO,NCRMP_GRP,CFK03,15652,9,0,0
2024,MEA MEAN,NCRMP_GRP,CFK03,15652,9,0,0
2024,MIL SPE.,NCRMP_GRP,CFK03,15652,9,0.00556,0.02627
2024,MON CAVE,NCRMP_GRP,CFK03,15652,9,0.00333,0.02037
2024,MYC ALIC,NCRMP_GRP,CFK03,15652,9,0,0
2024,ORB ANCX,NCRMP_GRP,CFK03,15652,9,0,0
2024,ORB ANNU,NCRMP_GRP,CFK03,15652,9,0,0
2024,ORB FAVE,NCRMP_GRP,CFK03,15652,9,0.00444,0.02351
2024,ORB FRAN,NCRMP_GRP,CFK03,15652,9,0,0
2024,OTH CORA,NCRMP_GRP,CFK03,15652,9,0,0
2024,OTH SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,PAL SPE.,NCRMP_GRP,CFK03,15652,9,0.02,0.04948
2024,PEY SPE.,NCRMP_GRP,CFK03,15652,9,0.00778,0.03105
2024,POR ASTR,NCRMP_GRP,CFK03,15652,9,0.00333,0.02037
2024,POR DIVA,NCRMP_GRP,CFK03,15652,9,0,0
2024,POR PORI,NCRMP_GRP,CFK03,15652,9,0.00111,0.01178
2024,POR SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,PSE CLIV,NCRMP_GRP,CFK03,15652,9,0,0
2024,PSE STRI,NCRMP_GRP,CFK03,15652,9,0,0
2024,RAM SPE.,NCRMP_GRP,CFK03,15652,9,0.00222,0.01664
2024,RHO CRUS,NCRMP_GRP,CFK03,15652,9,0.02222,0.0521
2024,SID RADI,NCRMP_GRP,CFK03,15652,9,0,0
2024,SID SIDE,NCRMP_GRP,CFK03,15652,9,0.04444,0.07284
2024,SOL BOUR,NCRMP_GRP,CFK03,15652,9,0.00222,0.01664
2024,SOL SPE.,NCRMP_GRP,CFK03,15652,9,0,0
2024,SPO OTHE,NCRMP_GRP,CFK03,15652,9,0.12778,0.118
2024,STE INTE,NCRMP_GRP,CFK03,15652,9,0.00556,0.02627
2024,TUR FREE,NCRMP_GRP,CFK03,15652,9,0.00556,0.02627
2024,TUR SEDI,NCRMP_GRP,CFK03,15652,9,0.25333,0.15372
2024,ACR CERV,NCRMP_GRP,CFK04,9396,6,0,0
2024,ACR PALM,NCRMP_GRP,CFK04,9396,6,0,0
2024,AGA AGAR,NCRMP_GRP,CFK04,9396,6,0,0
2024,AGA HUMI,NCRMP_GRP,CFK04,9396,6,0,0
2024,AGA LAMA,NCRMP_GRP,CFK04,9396,6,0,0
2024,AGA SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,BAR SUB.,NCRMP_GRP,CFK04,9396,6,0.09333,0.13005
2024,CLI SPE.,NCRMP_GRP,CFK04,9396,6,0.005,0.03153
2024,COL NATA,NCRMP_GRP,CFK04,9396,6,0,0
2024,CYA SPE.,NCRMP_GRP,CFK04,9396,6,0.01167,0.04801
2024,DIC SPE.,NCRMP_GRP,CFK04,9396,6,0.09833,0.13312
2024,DIC STOK,NCRMP_GRP,CFK04,9396,6,0.00167,0.01824
2024,DIP LABY,NCRMP_GRP,CFK04,9396,6,0,0
2024,DIP SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,EUS FAST,NCRMP_GRP,CFK04,9396,6,0,0
2024,GOR ENCR,NCRMP_GRP,CFK04,9396,6,0,0
2024,GOR GORG,NCRMP_GRP,CFK04,9396,6,0.015,0.05434
2024,HAL SPE.,NCRMP_GRP,CFK04,9396,6,0.04333,0.09103
2024,HEL CUCU,NCRMP_GRP,CFK04,9396,6,0,0
2024,ISO SINU,NCRMP_GRP,CFK04,9396,6,0,0
2024,LOB SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,MAC CALC,NCRMP_GRP,CFK04,9396,6,0.04,0.08761
2024,MAC FLES,NCRMP_GRP,CFK04,9396,6,0.07333,0.11654
2024,MAD DECA,NCRMP_GRP,CFK04,9396,6,0,0
2024,MAG SPE.,NCRMP_GRP,CFK04,9396,6,0.00333,0.02577
2024,MAN AREO,NCRMP_GRP,CFK04,9396,6,0,0
2024,MEA MEAN,NCRMP_GRP,CFK04,9396,6,0,0
2024,MIL SPE.,NCRMP_GRP,CFK04,9396,6,0.00167,0.01824
2024,MON CAVE,NCRMP_GRP,CFK04,9396,6,0,0
2024,MYC ALIC,NCRMP_GRP,CFK04,9396,6,0,0
2024,ORB ANCX,NCRMP_GRP,CFK04,9396,6,0,0
2024,ORB ANNU,NCRMP_GRP,CFK04,9396,6,0,0
2024,ORB FAVE,NCRMP_GRP,CFK04,9396,6,0,0
2024,ORB FRAN,NCRMP_GRP,CFK04,9396,6,0,0
2024,OTH CORA,NCRMP_GRP,CFK04,9396,6,0,0
2024,OTH SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,PAL SPE.,NCRMP_GRP,CFK04,9396,6,0.00333,0.02577
2024,PEY SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,POR ASTR,NCRMP_GRP,CFK04,9396,6,0.00167,0.01824
2024,POR DIVA,NCRMP_GRP,CFK04,9396,6,0,0
2024,POR PORI,NCRMP_GRP,CFK04,9396,6,0,0
2024,POR SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,PSE CLIV,NCRMP_GRP,CFK04,9396,6,0,0
2024,PSE STRI,NCRMP_GRP,CFK04,9396,6,0,0
2024,RAM SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,RHO CRUS,NCRMP_GRP,CFK04,9396,6,0.04833,0.09588
2024,SID RADI,NCRMP_GRP,CFK04,9396,6,0.00167,0.01824
2024,SID SIDE,NCRMP_GRP,CFK04,9396,6,0.00333,0.02577
2024,SOL BOUR,NCRMP_GRP,CFK04,9396,6,0.00167,0.01824
2024,SOL SPE.,NCRMP_GRP,CFK04,9396,6,0,0
2024,SPO OTHE,NCRMP_GRP,CFK04,9396,6,0.08333,0.12356
2024,STE INTE,NCRMP_GRP,CFK04,9396,6,0,0
2024,TUR FREE,NCRMP_GRP,CFK04,9396,6,0.02333,0.06749
2024,TUR SEDI,NCRMP_GRP,CFK04,9396,6,0.44667,0.22226
2022,ACR CERV,NCRMP_GRP,CFK05,2596,7,0,0
2022,ACR PALM,NCRMP_GRP,CFK05,2596,7,0,0
2022,AGA AGAR,NCRMP_GRP,CFK05,2596,7,0.00143,0.0154
2022,AGA HUMI,NCRMP_GRP,CFK05,2596,7,0,0
2022,AGA LAMA,NCRMP_GRP,CFK05,2596,7,0,0
2022,AGA SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,BAR SUB.,NCRMP_GRP,CFK05,2596,7,0.10429,0.1246
2022,CLI SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,COL NATA,NCRMP_GRP,CFK05,2596,7,0,0
2022,CYA SPE.,NCRMP_GRP,CFK05,2596,7,0.00571,0.03073
2022,DIC SPE.,NCRMP_GRP,CFK05,2596,7,0.10429,0.1246
2022,DIC STOK,NCRMP_GRP,CFK05,2596,7,0,0
2022,DIP LABY,NCRMP_GRP,CFK05,2596,7,0,0
2022,DIP SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,EUS FAST,NCRMP_GRP,CFK05,2596,7,0,0
2022,GOR ENCR,NCRMP_GRP,CFK05,2596,7,0.00857,0.03758
2022,GOR GORG,NCRMP_GRP,CFK05,2596,7,0.04429,0.08388
2022,HAL SPE.,NCRMP_GRP,CFK05,2596,7,0.00857,0.03758
2022,HEL CUCU,NCRMP_GRP,CFK05,2596,7,0,0
2022,ISO SINU,NCRMP_GRP,CFK05,2596,7,0,0
2022,LOB SPE.,NCRMP_GRP,CFK05,2596,7,0.00286,0.02176
2022,MAC CALC,NCRMP_GRP,CFK05,2596,7,0.00143,0.0154
2022,MAC FLES,NCRMP_GRP,CFK05,2596,7,0.07286,0.10596
2022,MAD DECA,NCRMP_GRP,CFK05,2596,7,0,0
2022,MAG SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,MAN AREO,NCRMP_GRP,CFK05,2596,7,0,0
2022,MEA MEAN,NCRMP_GRP,CFK05,2596,7,0,0
2022,MIL SPE.,NCRMP_GRP,CFK05,2596,7,0.02571,0.06453
2022,MON CAVE,NCRMP_GRP,CFK05,2596,7,0,0
2022,MYC ALIC,NCRMP_GRP,CFK05,2596,7,0,0
2022,ORB ANCX,NCRMP_GRP,CFK05,2596,7,0,0
2022,ORB ANNU,NCRMP_GRP,CFK05,2596,7,0,0
2022,ORB FAVE,NCRMP_GRP,CFK05,2596,7,0,0
2022,ORB FRAN,NCRMP_GRP,CFK05,2596,7,0,0
2022,OTH CORA,NCRMP_GRP,CFK05,2596,7,0,0
2022,OTH SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,PAL SPE.,NCRMP_GRP,CFK05,2596,7,0.04714,0.08641
2022,PEY SPE.,NCRMP_GRP,CFK05,2596,7,0.00429,0.02663
2022,POR ASTR,NCRMP_GRP,CFK05,2596,7,0.02143,0.05904
2022,POR DIVA,NCRMP_GRP,CFK05,2596,7,0,0
2022,POR PORI,NCRMP_GRP,CFK05,2596,7,0.00286,0.02176
2022,POR SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,PSE CLIV,NCRMP_GRP,CFK05,2596,7,0,0
2022,PSE STRI,NCRMP_GRP,CFK05,2596,7,0,0
2022,RAM SPE.,NCRMP_GRP,CFK05,2596,7,0.00143,0.0154
2022,RHO CRUS,NCRMP_GRP,CFK05,2596,7,0.02429,0.06276
2022,SID RADI,NCRMP_GRP,CFK05,2596,7,0.00143,0.0154
2022,SID SIDE,NCRMP_GRP,CFK05,2596,7,0.00714,0.03433
2022,SOL BOUR,NCRMP_GRP,CFK05,2596,7,0,0
2022,SOL SPE.,NCRMP_GRP,CFK05,2596,7,0,0
2022,SPO OTHE,NCRMP_GRP,CFK05,2596,7,0.02429,0.06276
2022,STE INTE,NCRMP_GRP,CFK05,2596,7,0,0
2022,TUR FREE,NCRMP_GRP,CFK05,2596,7,0.10857,0.12683
2022,TUR SEDI,NCRMP_GRP,CFK05,2596,7,0.37714,0.1976
2024,ACR CERV,NCRMP_GRP,CFK05,2596,9,0,0
2024,ACR PALM,NCRMP_GRP,CFK05,2596,9,0,0
2024,AGA AGAR,NCRMP_GRP,CFK05,2596,9,0,0
2024,AGA HUMI,NCRMP_GRP,CFK05,2596,9,0,0
2024,AGA LAMA,NCRMP_GRP,CFK05,2596,9,0,0
2024,AGA SPE.,NCRMP_GRP,CFK05,2596,9,0,0
2024,BAR SUB.,NCRMP_GRP,CFK05,2596,9,0.10667,0.10895
2024,CLI SPE.,NCRMP_GRP,CFK05,2596,9,0.00111,0.01176
2024,COL NATA,NCRMP_GRP,CFK05,2596,9,0,0
2024,CYA SPE.,NCRMP_GRP,CFK05,2596,9,0.00778,0.03101
2024,DIC SPE.,NCRMP_GRP,CFK05,2596,9,0.04667,0.07444
2024,DIC STOK,NCRMP_GRP,CFK05,2596,9,0,0
2024,DIP LABY,NCRMP_GRP,CFK05,2596,9,0,0
2024,DIP SPE.,NCRMP_GRP,CFK05,2596,9,0,0
2024,EUS FAST,NCRMP_GRP,CFK05,2596,9,0,0
2024,GOR ENCR,NCRMP_GRP,CFK05,2596,9,0,0
2024,GOR GORG,NCRMP_GRP,CFK05,2596,9,0.02111,0.05074
2024,HAL SPE.,NCRMP_GRP,CFK05,2596,9,0.02444,0.0545
2024,HEL CUCU,NCRMP_GRP,CFK05,2596,9,0,0
2024,ISO SINU,NCRMP_GRP,CFK05,2596,9,0,0
2024,LOB SPE.,NCRMP_GRP,CFK05,2596,9,0,0
2024,MAC CALC,NCRMP_GRP,CFK05,2596,9,0.01333,0.04048
2024,MAC FLES,NCRMP_GRP,CFK05,2596,9,0.04222,0.07097
2024,MAD DECA,NCRMP_GRP,CFK05,2596,9,0,0
2024,MAG SPE.,NCRMP_GRP,CFK05,2596,9,0.00444,0.02348
2024,MAN AREO,NCRMP_GRP,CFK05,2596,9,0,0
2024,MEA MEAN,NCRMP_GRP,CFK05,2596,9,0,0
2024,MIL SPE.,NCRMP_GRP,CFK05,2596,9,0.00556,0.02623
2024,MON CAVE,NCRMP_GRP,CFK05,2596,9,0,0
2024,MYC ALIC,NCRMP_GRP,CFK05,2596,9,0,0
2024,ORB ANCX,NCRMP_GRP,CFK05,2596,9,0,0
2024,ORB ANNU,NCRMP_GRP,CFK05,2596,9,0,0
2024,ORB FAVE,NCRMP_GRP,CFK05,2596,9,0,0
2024,ORB FRAN,NCRMP_GRP,CFK05,2596,9,0,0
2024,OTH CORA,NCRMP_GRP,CFK05,2596,9,0,0
2024,OTH SPE.,NCRMP_GRP,CFK05,2596,9,0,0
2024,PAL SPE.,NCRMP_GRP,CFK05,2596,9,0.02556,0.0557
2024,PEY SPE.,NCRMP_GRP,CFK05,2596,9,0.02444,0.0545
2024,POR ASTR,NCRMP_GRP,CFK05,2596,9,0.00556,0.02623
2024,POR DIVA,NCRMP_GRP,CFK05,2596,9,0,0
